  x (normalized)   y (normalized)    zenith (um)   horizon (um)      z-grad (um)    r-grad (um)
  -8.7464210e-01   2.2056192e-01  -1.0275058e-02  -2.6010899e-03   5.8801412e-02  -1.1673532e-02
  -8.7464210e-01   2.3577309e-01  -5.4273578e-03  -5.0900202e-03   6.0682426e-02  -1.1992721e-02
  -8.7464210e-01   2.5098425e-01  -1.1824109e-04  -6.8947415e-03   6.2768371e-02  -1.2343345e-02
  -8.7464210e-01   2.6619542e-01   4.8596888e-03  -7.9747964e-03   6.5009846e-02  -1.2717686e-02
  -8.7464210e-01   2.8140659e-01   7.1768441e-03  -7.6944112e-03   6.7306951e-02  -1.3098795e-02
  -8.7464210e-01   2.9661775e-01   6.8946836e-03  -5.0150341e-03   6.9656476e-02  -1.3482150e-02
  -8.7464210e-01   3.1182892e-01   5.1109711e-03  -4.0819168e-04   7.2180471e-02  -1.3894129e-02
  -8.7464210e-01   3.2704009e-01   2.0304179e-03   7.5259740e-03   7.4853945e-02  -1.4325436e-02
  -8.7464210e-01   3.4225125e-01  -2.9607096e-03   1.9155640e-02   7.7643170e-02  -1.4769451e-02
  -8.7464210e-01   3.5746242e-01  -6.3354343e-03   3.2916824e-02   8.0584155e-02  -1.5233891e-02
  -8.7464210e-01   3.7267359e-01  -6.4180792e-03   4.8984971e-02   8.3688400e-02  -1.5716959e-02
  -8.7464210e-01   3.8788476e-01  -4.5629578e-03   6.3642498e-02   8.6929125e-02  -1.6221684e-02
  -8.7464210e-01   4.0309592e-01  -3.5233099e-04   7.9244069e-02   9.0327479e-02  -1.6743407e-02
  -8.5943091e-01  -4.3351826e-01   8.0522929e-03  -6.9427507e-02   9.0215474e-02  -1.6745412e-02
  -8.5943091e-01  -4.1830709e-01   2.7306651e-04  -5.8373060e-02   8.6584469e-02  -1.6195341e-02
  -8.5943091e-01  -4.0309592e-01  -8.8522396e-03  -4.5069829e-02   8.3038984e-02  -1.5651697e-02
  -8.5943091e-01  -3.8788476e-01  -1.4144632e-02  -3.3820335e-02   7.9661549e-02  -1.5118413e-02
  -8.5943091e-01  -3.7267359e-01  -1.4890646e-02  -2.1866811e-02   7.6475694e-02  -1.4610119e-02
  -8.5943091e-01  -3.5746242e-01  -1.3418488e-02  -1.0403009e-02   7.3379829e-02  -1.4115311e-02
  -8.5943091e-01  -3.4225125e-01  -8.6777639e-03   1.5764034e-04   7.0435393e-02  -1.3644808e-02
  -8.5943091e-01  -3.2704009e-01  -2.7548584e-03   6.7460896e-03   6.7642428e-02  -1.3188846e-02
  -8.5943091e-01  -3.1182892e-01   1.7857706e-03   1.1086275e-02   6.4997813e-02  -1.2752103e-02
  -8.5943091e-01  -2.9661775e-01   4.5573178e-03   1.3854214e-02   6.2514578e-02  -1.2338256e-02
  -8.5943091e-01  -2.8140659e-01   6.1069630e-03   1.4636643e-02   6.0132503e-02  -1.1935805e-02
  -8.5943091e-01  -2.6619542e-01   5.1377929e-03   1.3957980e-02   5.7786817e-02  -1.1539866e-02
  -8.5943091e-01  -2.5098425e-01   1.7626573e-03   1.2120908e-02   5.5601152e-02  -1.1168282e-02
  -8.5943091e-01  -2.3577309e-01  -2.1981713e-03   9.8194401e-03   5.3525717e-02  -1.0813372e-02
  -8.5943091e-01  -2.2056192e-01  -5.6625595e-03   7.2786027e-03   5.1584582e-02  -1.0478119e-02
  -8.5943091e-01  -2.0535075e-01  -9.1525950e-03   4.2068475e-03   4.9845597e-02  -1.0175038e-02
  -8.5943091e-01  -1.9013959e-01  -1.0099971e-02   1.7946210e-03   4.8146812e-02  -9.8775854e-03
  -8.5943091e-01  -1.7492842e-01  -8.6679243e-03   5.1848361e-04   4.6566666e-02  -9.5994841e-03
  -8.5943091e-01  -1.5971725e-01  -5.1379024e-03  -1.8107024e-05   4.5089991e-02  -9.3399268e-03
  -8.5943091e-01  -1.4450609e-01  -1.4318759e-03  -1.0133582e-04   4.3807616e-02  -9.1121926e-03
  -8.5943091e-01  -1.2929492e-01   1.8261626e-03  -5.9267432e-05   4.2665601e-02  -8.9085553e-03
  -8.5943091e-01  -1.1408375e-01   4.3454017e-03   3.0924292e-05   4.1647636e-02  -8.7272491e-03
  -8.5943091e-01  -9.8872585e-02   5.5064045e-03   4.6512759e-05   4.0781920e-02  -8.5723608e-03
  -8.5943091e-01  -8.3661415e-02   5.9648975e-03   1.0965468e-04   4.0047285e-02  -8.4403926e-03
  -8.5943091e-01  -6.8450250e-02   5.7859118e-03   1.3392933e-04   3.9382710e-02  -8.3207903e-03
  -8.5943091e-01  -5.3239084e-02   4.2862486e-03   1.7074535e-04   3.8788225e-02  -8.2137021e-03
  -8.5943091e-01  -3.8027917e-02   2.4679557e-03   1.7384658e-04   3.8341770e-02  -8.1330078e-03
  -8.5943091e-01  -2.2816750e-02   1.2039589e-03   1.5078489e-04   3.8075855e-02  -8.0839865e-03
  -8.5943091e-01  -7.6055835e-03   8.5099347e-05   2.4197222e-06   3.8009059e-02  -8.0728573e-03
  -8.5943091e-01   7.6055835e-03   8.5332198e-05  -8.0908165e-05   3.8009054e-02  -8.0728760e-03
  -8.5943091e-01   2.2816750e-02   1.2043962e-03  -1.0331812e-04   3.8075839e-02  -8.0840218e-03
  -8.5943091e-01   3.8027917e-02   2.4697514e-03  -1.5082740e-04   3.8341744e-02  -8.1331695e-03
  -8.5943091e-01   5.3239084e-02   4.2889633e-03  -1.9494937e-04   3.8788399e-02  -8.2138733e-03
  -8.5943091e-01   6.8450250e-02   5.7888928e-03  -2.4196747e-04   3.9382953e-02  -8.3208940e-03
  -8.5943091e-01   8.3661415e-02   5.9677029e-03  -2.3888750e-04   4.0047388e-02  -8.4404358e-03
  -8.5943091e-01   9.8872585e-02   5.5085605e-03  -2.3386237e-04   4.0781863e-02  -8.5723485e-03
  -8.5943091e-01   1.1408375e-01   4.3474063e-03  -2.7487051e-04   4.1647558e-02  -8.7272012e-03
  -8.5943091e-01   1.2929492e-01   1.8290289e-03  -2.5233593e-04   4.2665513e-02  -8.9085180e-03
  -8.5943091e-01   1.4450609e-01  -1.4276401e-03  -2.7243679e-04   4.3807518e-02  -9.1121637e-03
  -8.5943091e-01   1.5971725e-01  -5.1311515e-03  -2.2136290e-04   4.5090012e-02  -9.3398925e-03
  -8.5943091e-01   1.7492842e-01  -8.6594056e-03  -2.8024379e-04   4.6566867e-02  -9.5994962e-03
  -8.5943091e-01   1.9013959e-01  -1.0089372e-02  -1.1820922e-03   4.8146682e-02  -9.8775560e-03
  -8.5943091e-01   2.0535075e-01  -9.1463446e-03  -3.4254141e-03   4.9843837e-02  -1.0174665e-02
  -8.5943091e-01   2.2056192e-01  -5.6671600e-03  -6.4605134e-03   5.1576362e-02  -1.0476404e-02
  -8.5943091e-01   2.3577309e-01  -2.2046472e-03  -9.1296018e-03   5.3515396e-02  -1.0811411e-02
  -8.5943091e-01   2.5098425e-01   1.7623111e-03  -1.1722717e-02   5.5592511e-02  -1.1167098e-02
  -8.5943091e-01   2.6619542e-01   5.1436704e-03  -1.3841324e-02   5.7780846e-02  -1.1539624e-02
  -8.5943091e-01   2.8140659e-01   6.1096922e-03  -1.4631254e-02   6.0124601e-02  -1.1935747e-02
  -8.5943091e-01   2.9661775e-01   4.5629517e-03  -1.3530291e-02   6.2510336e-02  -1.2338224e-02
  -8.5943091e-01   3.1182892e-01   1.7939957e-03  -1.0526851e-02   6.4997560e-02  -1.2752053e-02
  -8.5943091e-01   3.2704009e-01  -2.7537004e-03  -6.7571747e-03   6.7642925e-02  -1.3188812e-02
  -8.5943091e-01   3.4225125e-01  -8.6854178e-03  -7.6218638e-04   7.0435320e-02  -1.3644752e-02
  -8.5943091e-01   3.5746242e-01  -1.3430919e-02   1.0097820e-02   7.3379585e-02  -1.4115240e-02
  -8.5943091e-01   3.7267359e-01  -1.4906711e-02   2.1390116e-02   7.6475240e-02  -1.4610442e-02
  -8.5943091e-01   3.8788476e-01  -1.4167271e-02   3.3004624e-02   7.9660865e-02  -1.5119177e-02
  -8.5943091e-01   4.0309592e-01  -8.8807127e-03   4.4584688e-02   8.3038599e-02  -1.5652168e-02
  -8.5943091e-01   4.1830709e-01   2.5632729e-04   5.8453510e-02   8.6583914e-02  -1.6195287e-02
  -8.5943091e-01   4.3351826e-01   8.0898404e-03   6.9261944e-02   9.0215179e-02  -1.6745326e-02
  -8.4421977e-01  -4.6394059e-01   1.5898165e-02  -3.4324652e-02   9.0603905e-02  -1.6827341e-02
  -8.4421977e-01  -4.4872942e-01   1.0366485e-02  -4.0269390e-02   8.6795990e-02  -1.6244884e-02
  -8.4421977e-01  -4.3351826e-01   4.1277435e-03  -4.0381340e-02   8.3032694e-02  -1.5663554e-02
  -8.4421977e-01  -4.1830709e-01  -4.4123802e-03  -3.2900717e-02   7.9396929e-02  -1.5101084e-02
  -8.4421977e-01  -4.0309592e-01  -1.3743803e-02  -2.3225001e-02   7.5918654e-02  -1.4550973e-02
  -8.4421977e-01  -3.8788476e-01  -1.8855532e-02  -1.2355412e-02   7.2668599e-02  -1.4021669e-02
  -8.4421977e-01  -3.7267359e-01  -2.0619417e-02  -1.0928254e-03   6.9573694e-02  -1.3514066e-02
  -8.4421977e-01  -3.5746242e-01  -1.7937583e-02   8.3364695e-03   6.6335948e-02  -1.2999335e-02
  -8.4421977e-01  -3.4225125e-01  -1.2502470e-02   1.4184013e-02   6.3366773e-02  -1.2517352e-02
  -8.4421977e-01  -3.2704009e-01  -5.9925198e-03   1.7811523e-02   6.0597358e-02  -1.2054722e-02
  -8.4421977e-01  -3.1182892e-01  -1.5016891e-04   1.9957433e-02   5.7937793e-02  -1.1605319e-02
  -8.4421977e-01  -2.9661775e-01   3.3687798e-03   2.1169936e-02   5.5422908e-02  -1.1176249e-02
  -8.4421977e-01  -2.8140659e-01   5.2607391e-03   2.0614639e-02   5.2948183e-02  -1.0753156e-02
  -8.4421977e-01  -2.6619542e-01   5.5292517e-03   1.8945207e-02   5.0605747e-02  -1.0348483e-02
  -8.4421977e-01  -2.5098425e-01   3.5496091e-03   1.6501197e-02   4.8429952e-02  -9.9694363e-03
  -8.4421977e-01  -2.3577309e-01   1.1313160e-03   1.3724958e-02   4.6410777e-02  -9.6164761e-03
  -8.4421977e-01  -2.2056192e-01  -5.6047014e-04   1.0944838e-02   4.4521232e-02  -9.2829188e-03
  -8.4421977e-01  -2.0535075e-01  -2.1048833e-03   7.8177568e-03   4.2712327e-02  -8.9611146e-03
  -8.4421977e-01  -1.9013959e-01  -2.6259555e-03   5.0869486e-03   4.0985341e-02  -8.6530443e-03
  -8.4421977e-01  -1.7492842e-01  -1.7684419e-03   3.3851999e-03   3.9421736e-02  -8.3717221e-03
  -8.4421977e-01  -1.5971725e-01  -1.9397832e-04   2.3129661e-03   3.8005881e-02  -8.1150158e-03
  -8.4421977e-01  -1.4450609e-01   1.5108909e-03   1.6288430e-03   3.6757376e-02  -7.8891685e-03
  -8.4421977e-01  -1.2929492e-01   3.4367624e-03   1.1289353e-03   3.5591731e-02  -7.6768823e-03
  -8.4421977e-01  -1.1408375e-01   5.2846158e-03   8.7462371e-04   3.4573816e-02  -7.4909560e-03
  -8.4421977e-01  -9.8872585e-02   6.2902626e-03   6.5676988e-04   3.3707290e-02  -7.3318768e-03
  -8.4421977e-01  -8.3661415e-02   6.8194082e-03   4.9631364e-04   3.2933075e-02  -7.1902475e-03
  -8.4421977e-01  -6.8450250e-02   6.9126582e-03   3.5701972e-04   3.2285700e-02  -7.0714823e-03
  -8.4421977e-01  -5.3239084e-02   6.4255017e-03   1.9475708e-04   3.1806625e-02  -6.9824710e-03
  -8.4421977e-01  -3.8027917e-02   5.8564385e-03   1.0420761e-04   3.1406460e-02  -6.9085578e-03
  -8.4421977e-01  -2.2816750e-02   5.4065321e-03   1.0673063e-04   3.1087644e-02  -6.8488375e-03
  -8.4421977e-01  -7.6055835e-03   5.0324599e-03   1.5569097e-04   3.0890859e-02  -6.8118242e-03
  -8.4421977e-01   7.6055835e-03   5.0333817e-03   9.4050485e-05   3.0890824e-02  -6.8119510e-03
  -8.4421977e-01   2.2816750e-02   5.4109857e-03  -4.8075391e-05   3.1087279e-02  -6.8494547e-03
  -8.4421977e-01   3.8027917e-02   5.8632160e-03  -1.6423217e-04   3.1406494e-02  -6.9094985e-03
  -8.4421977e-01   5.3239084e-02   6.4316865e-03  -3.6197027e-04   3.1809469e-02  -6.9833822e-03
  -8.4421977e-01   6.8450250e-02   6.9175920e-03  -6.9773559e-04   3.2293583e-02  -7.0723470e-03
  -8.4421977e-01   8.3661415e-02   6.8242939e-03  -7.6126058e-04   3.2938858e-02  -7.1910417e-03
  -8.4421977e-01   9.8872585e-02   6.2961123e-03  -7.2361655e-04   3.3707743e-02  -7.3326595e-03
  -8.4421977e-01   1.1408375e-01   5.2896953e-03  -1.0240834e-03   3.4573628e-02  -7.4915762e-03
  -8.4421977e-01   1.2929492e-01   3.4413286e-03  -1.4100623e-03   3.5591333e-02  -7.6773539e-03
  -8.4421977e-01   1.4450609e-01   1.5143000e-03  -2.0233367e-03   3.6757227e-02  -7.8892297e-03
  -8.4421977e-01   1.5971725e-01  -1.9022600e-04  -2.7813193e-03   3.8005772e-02  -8.1149884e-03
  -8.4421977e-01   1.7492842e-01  -1.7609372e-03  -3.5086947e-03   3.9421617e-02  -8.3716882e-03
  -8.4421977e-01   1.9013959e-01  -2.6174100e-03  -4.8862284e-03   4.0985222e-02  -8.6530149e-03
  -8.4421977e-01   2.0535075e-01  -2.1009941e-03  -7.3739653e-03   4.2712167e-02  -8.9610767e-03
  -8.4421977e-01   2.2056192e-01  -5.6275561e-04  -1.0370676e-02   4.4519522e-02  -9.2825544e-03
  -8.4421977e-01   2.3577309e-01   1.1259044e-03  -1.3159777e-02   4.6405236e-02  -9.6153392e-03
  -8.4421977e-01   2.5098425e-01   3.5509947e-03  -1.6185634e-02   4.8425871e-02  -9.9685739e-03
  -8.4421977e-01   2.6619542e-01   5.5371755e-03  -1.8773135e-02   5.0606126e-02  -1.0348430e-02
  -8.4421977e-01   2.8140659e-01   5.2649308e-03  -2.0484785e-02   5.2948501e-02  -1.0753254e-02
  -8.4421977e-01   2.9661775e-01   3.3651602e-03  -2.1061958e-02   5.5420796e-02  -1.1176198e-02
  -8.4421977e-01   3.1182892e-01  -1.5364731e-04  -1.9782631e-02   5.7937370e-02  -1.1605268e-02
  -8.4421977e-01   3.2704009e-01  -6.0016577e-03  -1.8240298e-02   6.0597175e-02  -1.2054668e-02
  -8.4421977e-01   3.4225125e-01  -1.2517032e-02  -1.5156003e-02   6.3366560e-02  -1.2517295e-02
  -8.4421977e-01   3.5746242e-01  -1.7954893e-02  -8.8022464e-03   6.6335705e-02  -1.2999237e-02
  -8.4421977e-01   3.7267359e-01  -2.0635604e-02   1.5230901e-03   6.9573400e-02  -1.3514165e-02
  -8.4421977e-01   3.8788476e-01  -1.8872900e-02   1.1645500e-02   7.2668405e-02  -1.4022429e-02
  -8.4421977e-01   4.0309592e-01  -1.3765907e-02   2.2141947e-02   7.5919169e-02  -1.4551825e-02
  -8.4421977e-01   4.1830709e-01  -4.4408632e-03   3.2432019e-02   7.9396514e-02  -1.5101334e-02
  -8.4421977e-01   4.3351826e-01   4.1344623e-03   4.0237614e-02   8.3031829e-02  -1.5663476e-02
  -8.4421977e-01   4.4872942e-01   1.0416099e-02   4.0136461e-02   8.6795544e-02  -1.6244810e-02
  -8.4421977e-01   4.6394059e-01   1.5899618e-02   3.3346976e-02   9.0603589e-02  -1.6827264e-02
  -8.2900858e-01  -4.9436292e-01   1.7594420e-02   2.2019123e-02   9.1512575e-02  -1.6966125e-02
  -8.2900858e-01  -4.7915176e-01   1.6147408e-02   2.9211413e-03   8.7472650e-02  -1.6359885e-02
  -8.2900858e-01  -4.6394059e-01   1.2836197e-02  -1.2675975e-02   8.3582475e-02  -1.5763759e-02
  -8.2900858e-01  -4.4872942e-01   7.8675987e-03  -1.9533258e-02   7.9725080e-02  -1.5165732e-02
  -8.2900858e-01  -4.3351826e-01   1.2917748e-03  -1.9647647e-02   7.5975214e-02  -1.4579256e-02
  -8.2900858e-01  -4.1830709e-01  -6.2456966e-03  -1.4497232e-02   7.2434839e-02  -1.4017122e-02
  -8.2900858e-01  -4.0309592e-01  -1.2941427e-02  -7.2552245e-03   6.9011534e-02  -1.3461207e-02
  -8.2900858e-01  -3.8788476e-01  -1.7306456e-02   2.0630361e-03   6.5698749e-02  -1.2915590e-02
  -8.2900858e-01  -3.7267359e-01  -2.2416342e-02   1.4452688e-02   6.2707164e-02  -1.2411022e-02
  -8.2900858e-01  -3.5746242e-01  -1.9395581e-02   2.1316517e-02   5.9574838e-02  -1.1901882e-02
  -8.2900858e-01  -3.4225125e-01  -1.2864307e-02   2.4113484e-02   5.6522913e-02  -1.1400927e-02
  -8.2900858e-01  -3.2704009e-01  -6.8396956e-03   2.6048138e-02   5.3727508e-02  -1.0924886e-02
  -8.2900858e-01  -3.1182892e-01  -8.8279444e-04   2.6451485e-02   5.1018333e-02  -1.0458935e-02
  -8.2900858e-01  -2.9661775e-01   2.9938458e-03   2.6060622e-02   4.8446758e-02  -1.0012978e-02
  -8.2900858e-01  -2.8140659e-01   5.4046211e-03   2.4479008e-02   4.5952813e-02  -9.5756088e-03
  -8.2900858e-01  -2.6619542e-01   6.5171502e-03   2.2009854e-02   4.3592317e-02  -9.1586296e-03
  -8.2900858e-01  -2.5098425e-01   6.1469529e-03   1.9416759e-02   4.1419162e-02  -8.7735633e-03
  -8.2900858e-01  -2.3577309e-01   4.9931497e-03   1.6265104e-02   3.9456787e-02  -8.4206810e-03
  -8.2900858e-01  -2.2056192e-01   4.1770753e-03   1.3302676e-02   3.7574142e-02  -8.0805858e-03
  -8.2900858e-01  -2.0535075e-01   3.4744583e-03   1.0272741e-02   3.5725307e-02  -7.7431575e-03
  -8.2900858e-01  -1.9013959e-01   2.9901187e-03   7.4602716e-03   3.3987411e-02  -7.4262563e-03
  -8.2900858e-01  -1.7492842e-01   3.1119468e-03   5.4724536e-03   3.2430746e-02  -7.1403930e-03
  -8.2900858e-01  -1.5971725e-01   3.5594447e-03   4.2008216e-03   3.1099471e-02  -6.8955808e-03
  -8.2900858e-01  -1.4450609e-01   4.1506901e-03   3.1704164e-03   2.9870386e-02  -6.6681785e-03
  -8.2900858e-01  -1.2929492e-01   5.0076078e-03   2.2270335e-03   2.8689281e-02  -6.4482073e-03
  -8.2900858e-01  -1.1408375e-01   5.8634200e-03   1.4836016e-03   2.7627685e-02  -6.2497750e-03
  -8.2900858e-01  -9.8872585e-02   6.3862978e-03   9.5309355e-04   2.6739240e-02  -6.0824657e-03
  -8.2900858e-01  -8.3661415e-02   6.7242805e-03   5.6794578e-04   2.5967325e-02  -5.9370955e-03
  -8.2900858e-01  -6.8450250e-02   6.9165264e-03   2.8273944e-04   2.5332950e-02  -5.8173402e-03
  -8.2900858e-01  -5.3239084e-02   6.9206533e-03   4.0899610e-05   2.4873025e-02  -5.7285830e-03
  -8.2900858e-01  -3.8027917e-02   7.5632901e-03  -1.9882496e-05   2.4483870e-02  -5.6569797e-03
  -8.2900858e-01  -2.2816750e-02   7.7765758e-03  -2.1099642e-04   2.4247514e-02  -5.6113635e-03
  -8.2900858e-01  -7.6055835e-03   8.0174390e-03  -2.6064872e-04   2.4085029e-02  -5.5820692e-03
  -8.2900858e-01   7.6055835e-03   8.0186401e-03  -2.4936759e-04   2.4084894e-02  -5.5822400e-03
  -8.2900858e-01   2.2816750e-02   7.7806660e-03  -2.2473834e-04   2.4247179e-02  -5.6119477e-03
  -8.2900858e-01   3.8027917e-02   7.5676815e-03  -9.6767233e-05   2.4483914e-02  -5.6575764e-03
  -8.2900858e-01   5.3239084e-02   6.9255804e-03  -3.1191051e-05   2.4873888e-02  -5.7292612e-03
  -8.2900858e-01   6.8450250e-02   6.9202716e-03  -4.2525498e-04   2.5339253e-02  -5.8180449e-03
  -8.2900858e-01   8.3661415e-02   6.7284466e-03  -6.5935565e-04   2.5972188e-02  -5.9378597e-03
  -8.2900858e-01   9.8872585e-02   6.3919360e-03  -9.1848989e-04   2.6739763e-02  -6.0833394e-03
  -8.2900858e-01   1.1408375e-01   5.8703106e-03  -1.5105395e-03   2.7627388e-02  -6.2506682e-03
  -8.2900858e-01   1.2929492e-01   5.0150006e-03  -2.2733311e-03   2.8688913e-02  -6.4486609e-03
  -8.2900858e-01   1.4450609e-01   4.1579383e-03  -3.2772563e-03   2.9870287e-02  -6.6681807e-03
  -8.2900858e-01   1.5971725e-01   3.5663190e-03  -4.4882144e-03   3.1099362e-02  -6.8954924e-03
  -8.2900858e-01   1.7492842e-01   3.1184957e-03  -5.9314539e-03   3.2430627e-02  -7.1403641e-03
  -8.2900858e-01   1.9013959e-01   2.9961427e-03  -7.6913636e-03   3.3987382e-02  -7.4262459e-03
  -8.2900858e-01   2.0535075e-01   3.4760533e-03  -1.0203194e-02   3.5725777e-02  -7.7432446e-03
  -8.2900858e-01   2.2056192e-01   4.1753764e-03  -1.2975371e-02   3.7574461e-02  -8.0806444e-03
  -8.2900858e-01   2.3577309e-01   4.9912694e-03  -1.5872068e-02   3.9456566e-02  -8.4206301e-03
  -8.2900858e-01   2.5098425e-01   6.1525709e-03  -1.9356652e-02   4.1418581e-02  -8.7734389e-03
  -8.2900858e-01   2.6619542e-01   6.5254910e-03  -2.2114597e-02   4.3592146e-02  -9.1585736e-03
  -8.2900858e-01   2.8140659e-01   5.4082847e-03  -2.4548020e-02   4.5952731e-02  -9.5755764e-03
  -8.2900858e-01   2.9661775e-01   2.9925650e-03  -2.6096869e-02   4.8446706e-02  -1.0012933e-02
  -8.2900858e-01   3.1182892e-01  -8.9437861e-04  -2.6540547e-02   5.1018420e-02  -1.0458870e-02
  -8.2900858e-01   3.2704009e-01  -6.8656127e-03  -2.6326706e-02   5.3727395e-02  -1.0924783e-02
  -8.2900858e-01   3.4225125e-01  -1.2895164e-02  -2.4641795e-02   5.6522680e-02  -1.1400847e-02
  -8.2900858e-01   3.5746242e-01  -1.9417306e-02  -2.0813274e-02   5.9574595e-02  -1.1901734e-02
  -8.2900858e-01   3.7267359e-01  -2.2426901e-02  -1.3540412e-02   6.2706940e-02  -1.2411074e-02
  -8.2900858e-01   3.8788476e-01  -1.7304957e-02  -3.1922984e-03   6.5699244e-02  -1.2916610e-02
  -8.2900858e-01   4.0309592e-01  -1.2951354e-02   6.8207215e-03   6.9015379e-02  -1.3461864e-02
  -8.2900858e-01   4.1830709e-01  -6.2677920e-03   1.4482647e-02   7.2438634e-02  -1.4017367e-02
  -8.2900858e-01   4.3351826e-01   1.2651610e-03   1.9597580e-02   7.5975469e-02  -1.4579185e-02
  -8.2900858e-01   4.4872942e-01   7.8697418e-03   1.9726480e-02   7.9724314e-02  -1.5165605e-02
  -8.2900858e-01   4.6394059e-01   1.2846968e-02   1.2693675e-02   8.3581409e-02  -1.5763682e-02
  -8.2900858e-01   4.7915176e-01   1.6110854e-02  -3.8621093e-03   8.7472203e-02  -1.6359806e-02
  -8.2900858e-01   4.9436292e-01   1.7565367e-02  -2.2135578e-02   9.1512238e-02  -1.6966018e-02
  -8.1379744e-01  -5.0957409e-01   1.1708888e-02   4.7416234e-02   8.8787740e-02  -1.6543032e-02
  -8.1379744e-01  -4.9436292e-01   1.2002450e-02   2.5395668e-02   8.4643815e-02  -1.5920030e-02
  -8.1379744e-01  -4.7915176e-01   1.2036564e-02   8.8164807e-03   8.0625420e-02  -1.5308926e-02
  -8.1379744e-01  -4.6394059e-01   1.0261142e-02  -1.8183065e-03   7.6711305e-02  -1.4703326e-02
  -8.1379744e-01  -4.4872942e-01   5.6981015e-03  -6.0488155e-03   7.2901189e-02  -1.4105656e-02
  -8.1379744e-01  -4.3351826e-01  -6.1727878e-05  -5.7108246e-03   6.9206414e-02  -1.3517319e-02
  -8.1379744e-01  -4.1830709e-01  -5.1465805e-03  -2.3774704e-03   6.5647779e-02  -1.2940022e-02
  -8.1379744e-01  -4.0309592e-01  -9.6761366e-03   4.4398337e-03   6.2201924e-02  -1.2370722e-02
  -8.1379744e-01  -3.8788476e-01  -1.3592822e-02   1.3048249e-02   5.8878539e-02  -1.1815539e-02
  -8.1379744e-01  -3.7267359e-01  -1.6445252e-02   2.1612647e-02   5.5727944e-02  -1.1285299e-02
  -8.1379744e-01  -3.5746242e-01  -1.3843292e-02   2.6421605e-02   5.2644088e-02  -1.0769075e-02
  -8.1379744e-01  -3.4225125e-01  -9.8521174e-03   2.9004022e-02   4.9743803e-02  -1.0272249e-02
  -8.1379744e-01  -3.2704009e-01  -5.1739171e-03   2.9736923e-02   4.6931978e-02  -9.7845685e-03
  -8.1379744e-01  -3.1182892e-01  -2.4963764e-04   2.9001736e-02   4.4249703e-02  -9.3135943e-03
  -8.1379744e-01  -2.9661775e-01   3.7257929e-03   2.7563116e-02   4.1673468e-02  -8.8565990e-03
  -8.1379744e-01  -2.8140659e-01   6.1778111e-03   2.5683572e-02   3.9199282e-02  -8.4144368e-03
  -8.1379744e-01  -2.6619542e-01   7.6257923e-03   2.3190581e-02   3.6847617e-02  -7.9918245e-03
  -8.1379744e-01  -2.5098425e-01   7.9911266e-03   2.0295629e-02   3.4685112e-02  -7.5983643e-03
  -8.1379744e-01  -2.3577309e-01   7.7569234e-03   1.7084320e-02   3.2680007e-02  -7.2301720e-03
  -8.1379744e-01  -2.2056192e-01   7.4706956e-03   1.4192400e-02   3.0777462e-02  -6.8801298e-03
  -8.1379744e-01  -2.0535075e-01   7.0899098e-03   1.1512639e-02   2.8949727e-02  -6.5396445e-03
  -8.1379744e-01  -1.9013959e-01   6.4932589e-03   8.8378623e-03   2.7215441e-02  -6.2163652e-03
  -8.1379744e-01  -1.7492842e-01   5.9189287e-03   6.7266945e-03   2.5646606e-02  -5.9225130e-03
  -8.1379744e-01  -1.5971725e-01   5.2539913e-03   4.9388308e-03   2.4208881e-02  -5.6494957e-03
  -8.1379744e-01  -1.4450609e-01   4.9606875e-03   3.6473605e-03   2.2962806e-02  -5.4129455e-03
  -8.1379744e-01  -1.2929492e-01   4.9358857e-03   2.4740691e-03   2.1791541e-02  -5.1905792e-03
  -8.1379744e-01  -1.1408375e-01   4.7508309e-03   1.6220593e-03   2.0838515e-02  -5.0103370e-03
  -8.1379744e-01  -9.8872585e-02   4.7320037e-03   9.0517715e-04   1.9960610e-02  -4.8412717e-03
  -8.1379744e-01  -8.3661415e-02   5.2309923e-03   3.4684939e-04   1.9170095e-02  -4.6877855e-03
  -8.1379744e-01  -6.8450250e-02   5.8314818e-03  -1.2111687e-05   1.8514630e-02  -4.5613372e-03
  -8.1379744e-01  -5.3239084e-02   6.6847840e-03  -1.5599412e-04   1.8015615e-02  -4.4646719e-03
  -8.1379744e-01  -3.8027917e-02   7.8466797e-03  -2.0780886e-04   1.7641760e-02  -4.3914347e-03
  -8.1379744e-01  -2.2816750e-02   8.8141310e-03  -3.4140658e-04   1.7408034e-02  -4.3462194e-03
  -8.1379744e-01  -7.6055835e-03   9.2335379e-03  -5.0157047e-04   1.7335889e-02  -4.3324372e-03
  -8.1379744e-01   7.6055835e-03   9.2337046e-03  -3.8178966e-04   1.7335874e-02  -4.3324689e-03
  -8.1379744e-01   2.2816750e-02   8.8142510e-03  -4.5616564e-05   1.7407999e-02  -4.3462147e-03
  -8.1379744e-01   3.8027917e-02   7.8466993e-03   1.5329383e-04   1.7641784e-02  -4.3913924e-03
